id,filtered_words_array,features,label_index
F136,"['address', 'education', 'lawyer', 'special', 'eight', 'food.', 'thousand', 'person', 'appear', 'nearly', 'beat', 'stuff.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1055,1256,2569,2825,2866,3249,4085,4454,5530,5850,6798,7281,7860,7936,8182,8338,8482,9021],[0.691153161953081,3.914021008090819,3.125563647726549,3.8187108282864943,5.523458920524919,5.117993812416755,4.019381523748645,5.117993812416755,3.8187108282864943,4.019381523748645,0.691153161953081,3.7316994512968646,0.6871770135734415,2.997730276216664,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,4.137164559405029])",0.0
R108,"['imagine', 'relate', 'production', 'garden', 'office', 'continue', 'baby.', 'owner', 'maintain', 'factor', 'wear', 'write', 'already.', 'must', 'involve', 'collection', 'audience', 'somebody', 'husband.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[743,988,1023,1312,3089,3614,4506,4687,5247,5301,5445,5936,6053,6271,6581,8209,8344,8353,9034,9142,9144,9181,9367,9462,9561],[3.914021008090819,3.914021008090819,3.7316994512968646,4.137164559405029,4.270695952029551,0.6832166123573445,0.691153161953081,0.6871770135734415,4.137164559405029,4.607168188650764,4.607168188650764,3.7316994512968646,3.7316994512968646,5.523458920524919,4.137164559405029,4.42484663185681,4.42484663185681,4.42484663185681,2.849310271098391,4.42484663185681,2.7508701982851385,5.523458920524919,4.270695952029551,0.691153161953081,3.914021008090819])",1.0
R186,"['shoulder', 'social', 'loss', 'world.', 'option', 'race', 'not.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[454,823,3614,4506,4687,5329,6287,6756,7066,9121,9462,9613],[3.7316994512968646,4.019381523748645,0.6832166123573445,0.691153161953081,0.6871770135734415,4.137164559405029,3.5085558999826545,3.577548771469606,2.8154087194227095,5.523458920524919,0.691153161953081,4.137164559405029])",1.0
R248,"['southern', 'personal', 'stock', 'manage', 'economic.', 'real', 'term', 'attorney', 'someone', 'year.', 'window', 'body', 'grow', 'seem', 'let', 'easy', 'than.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[760,793,841,1020,1822,2007,2188,2227,2403,2404,2588,3614,3671,3743,4506,4687,4853,7517,7883,7939,8267,9462,9691],[4.137164559405029,3.7316994512968646,4.42484663185681,2.579019941358479,5.117993812416755,5.117993812416755,4.270695952029551,2.7200985396183848,5.117993812416755,4.42484663185681,4.019381523748645,0.6832166123573445,3.914021008090819,4.42484663185681,0.691153161953081,0.6871770135734415,4.019381523748645,5.117993812416755,3.914021008090819,3.8187108282864943,4.607168188650764,0.691153161953081,4.42484663185681])",1.0
F045,"['small', 'actually', 'close', 'young', 'country', 'factor.', 'training', 'form', 'thousand', 'let.', 'make', 'finally', 'campaign', 'material.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[222,503,1817,2066,3497,3525,3564,5416,5616,5621,5850,6447,6675,6798,7281,7538,7809,7870,7936,8338,9876],[4.607168188650764,0.691153161953081,4.019381523748645,2.7508701982851385,3.7316994512968646,4.137164559405029,5.117993812416755,5.523458920524919,5.523458920524919,4.270695952029551,0.691153161953081,4.830311739964974,4.607168188650764,3.7316994512968646,0.6871770135734415,4.607168188650764,4.270695952029551,4.607168188650764,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
F092,"['deep', 'wrong.', 'whatever', 'indicate', 'case', 'community', 'design', 'store.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1762,3892,3922,4905,5850,6342,6485,6747,7281,7443,7695,7936,8174,8338],[0.691153161953081,4.607168188650764,2.5530444549552183,3.914021008090819,4.607168188650764,0.691153161953081,4.270695952029551,3.914021008090819,2.5530444549552183,0.6871770135734415,5.117993812416755,4.830311739964974,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
R100,"['change', 'view', 'personal', 'food.', 'smile', 'top', 'good', 'another.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[387,1020,2227,2713,3614,4085,4506,4687,5328,6168,7293,7939,7963,9462],[4.270695952029551,2.579019941358479,2.7200985396183848,3.7316994512968646,0.6832166123573445,5.117993812416755,0.691153161953081,0.6871770135734415,3.6516567436233283,4.607168188650764,3.7316994512968646,3.8187108282864943,4.019381523748645,0.691153161953081])",1.0
F075,"['far', 'image', 'score', 'fill', 'real.', 'care', 'building', 'bed', 'health.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,1927,4158,5303,5310,5850,5852,5963,6219,7281,7860,7936,8338,9497,9727],[0.691153161953081,3.125563647726549,3.914021008090819,4.830311739964974,4.830311739964974,4.270695952029551,0.691153161953081,4.830311739964974,4.830311739964974,2.958509563063383,0.6871770135734415,2.997730276216664,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974])",0.0
R059,"['friend', 'forward', 'pass', 'sound', 'individual', 'million', 'method.', 'difficult', 'woman', 'quickly', 'attack.', 'success', 'line', 'thus', 'necessary.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[488,1020,1107,1182,1712,2227,3391,3614,3643,4506,4563,4687,5684,6166,8392,8411,8463,8614,8651,9462,9828],[3.6516567436233283,2.579019941358479,5.523458920524919,4.830311739964974,4.270695952029551,2.7200985396183848,4.137164559405029,0.6832166123573445,4.830311739964974,0.691153161953081,4.607168188650764,0.6871770135734415,4.137164559405029,4.270695952029551,4.137164559405029,3.3262343431887,5.117993812416755,4.830311739964974,4.270695952029551,0.691153161953081,3.7316994512968646])",1.0
F213,"['result', 'audience', 'stay', 'interest', 'these.', 'make', 'simple', 'free', 'none', 'couple', 'either', 'friend.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[70,399,433,503,1073,1312,2913,3228,3525,4377,5678,5850,7281,7702,7936,8338,9126,9831],[4.270695952029551,4.42484663185681,3.8187108282864943,0.691153161953081,4.137164559405029,4.137164559405029,3.7316994512968646,5.523458920524919,4.137164559405029,2.60568818844064,5.117993812416755,0.691153161953081,0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.137164559405029,3.6516567436233283])",0.0
R233,"['family', 'food', 'face.', 'together', 'move', 'view', 'morning.', 'pretty', 'everyone', 'lead', 'kitchen', 'describe.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[756,3614,3919,4115,4506,4687,5047,5356,6282,7293,7309,8297,8312,8653,8893,9297,9462],[4.42484663185681,0.6832166123573445,4.137164559405029,4.42484663185681,0.691153161953081,0.6871770135734415,2.7200985396183848,4.42484663185681,4.019381523748645,3.7316994512968646,5.523458920524919,3.914021008090819,3.8187108282864943,4.42484663185681,4.019381523748645,5.523458920524919,0.691153161953081])",1.0
F072,"['chance', 'operation', 'foreign', 'society.', 'trouble', 'someone', 'choose', 'road', 'create', 'interest.', 'pretty', 'stay', 'sport', 'federal', 'do.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[346,433,503,633,1208,1404,1511,1862,2909,3184,3671,3919,5248,5725,5850,5922,6206,7281,7936,8278,8338,9706],[4.137164559405029,3.8187108282864943,0.691153161953081,4.137164559405029,2.8844015909096608,4.270695952029551,4.830311739964974,5.117993812416755,4.019381523748645,2.849310271098391,3.914021008090819,4.137164559405029,5.523458920524919,3.914021008090819,0.691153161953081,3.914021008090819,4.019381523748645,0.6871770135734415,0.691153161953081,4.830311739964974,0.691153161953081,4.607168188650764])",0.0
R184,"['safe', 'find', 'loss', 'list.', 'clearly', 'american', 'democratic', 'list', 'many', 'center.', 'sometimes', 'good', 'arrive', 'increase', 'may', 'nice', 'visit.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[371,3370,3614,4506,4687,4991,5188,5329,5432,5606,5869,6168,6575,7391,7510,7642,7652,7963,8238,8728,8961,9160,9462],[5.523458920524919,4.42484663185681,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,3.8187108282864943,4.137164559405029,2.6902455764687034,3.914021008090819,3.914021008090819,4.607168188650764,5.523458920524919,4.42484663185681,4.42484663185681,4.42484663185681,4.42484663185681,4.019381523748645,4.137164559405029,3.2721671219184243,5.523458920524919,5.117993812416755,0.691153161953081])",1.0
F134,"['moment', 'chance', 'decision', 'owner', 'various', 'fall.', 'present', 'later', 'water', 'approach', 'though', 'foreign', 'catch.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[346,503,560,2193,2589,3095,3385,3401,3488,3892,5850,6053,6206,6426,6647,6747,7281,7936,8130,8338],[4.137164559405029,0.691153161953081,4.42484663185681,4.607168188650764,4.607168188650764,4.42484663185681,4.019381523748645,4.019381523748645,4.830311739964974,2.5530444549552183,0.691153161953081,3.7316994512968646,4.019381523748645,4.607168188650764,4.270695952029551,2.5530444549552183,0.6871770135734415,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
R096,"['democrat', 'across', 'perhaps', 'argue', 'also', 'foot', 'space', 'next.', 'describe', 'almost', 'arrive', 'easy', 'effort', 'per.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[760,1236,1259,3614,3730,3792,4506,4687,5234,5726,5844,7066,7074,7085,7391,7890,8566,9188,9462],[4.137164559405029,4.830311739964974,4.42484663185681,0.6832166123573445,3.914021008090819,4.607168188650764,0.691153161953081,0.6871770135734415,4.42484663185681,4.019381523748645,4.830311739964974,2.8154087194227095,3.5085558999826545,4.607168188650764,4.42484663185681,3.7316994512968646,4.019381523748645,4.270695952029551,0.691153161953081])",1.0
R020,"['adult', 'wife', 'according', 'discuss', 'word', 'myself.', 'success', 'later', 'require', 'remain.', 'husband', 'trip', 'method', 'front.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[72,560,2604,2895,3021,3519,3614,4253,4506,4687,5782,6015,6944,7208,7564,8449,9462,9828],[3.914021008090819,4.42484663185681,5.117993812416755,5.523458920524919,4.607168188650764,4.137164559405029,1.366433224714689,4.607168188650764,0.691153161953081,0.6871770135734415,4.019381523748645,3.914021008090819,2.849310271098391,3.6516567436233283,4.270695952029551,4.607168188650764,0.691153161953081,3.7316994512968646])",1.0
R067,"['smile', 'meet', 'term.', 'reduce', 'almost', 'value', 'education', 'author', 'democrat.', 'meeting', 'particular', 'hair', 'country', 'city', 'camera', 'item.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[20,1650,2713,3614,4506,4687,5495,5530,6533,6944,7299,7403,7664,7870,8159,8566,8984,9350,9462,9924,9940],[4.607168188650764,4.019381523748645,3.7316994512968646,0.6832166123573445,0.691153161953081,0.6871770135734415,3.8187108282864943,4.019381523748645,4.830311739964974,2.849310271098391,4.830311739964974,4.270695952029551,4.270695952029551,4.607168188650764,3.577548771469606,4.019381523748645,4.019381523748645,4.270695952029551,0.691153161953081,5.117993812416755,4.137164559405029])",1.0
R215,"['evidence', 'late', 'view', 'day', 'trouble.', 'century', 'turn', 'garden', 'worker', 'your.', 'soldier', 'nothing', 'important', 'race', 'another.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[317,454,1967,2054,2676,3079,3614,3886,4141,4198,4292,4506,4687,5047,5936,7293,7841,7963,9133,9462],[5.117993812416755,3.7316994512968646,4.019381523748645,4.42484663185681,4.607168188650764,3.577548771469606,0.6832166123573445,4.42484663185681,4.137164559405029,5.117993812416755,4.270695952029551,0.691153161953081,0.6871770135734415,2.7200985396183848,3.7316994512968646,3.7316994512968646,4.607168188650764,4.019381523748645,4.42484663185681,0.691153161953081])",1.0
R127,"['money', 'know', 'office', 'receive', 'radio', 'daughter', 'everyone.', 'purpose', 'truth', 'special', 'draw', 'specific.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[264,1055,2069,3614,4506,4617,4687,5563,6103,6944,7623,7779,8089,8167,8344,9086,9462],[5.117993812416755,3.914021008090819,3.914021008090819,0.6832166123573445,0.691153161953081,4.137164559405029,0.6871770135734415,4.830311739964974,4.137164559405029,2.849310271098391,4.137164559405029,3.577548771469606,4.270695952029551,3.6516567436233283,4.42484663185681,4.019381523748645,0.691153161953081])",1.0
R235,"['financial', 'south', 'near', 'economy', 'eight', 'statement.', 'say', 'tend', 'challenge', 'organization', 'prepare', 'history.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[217,1020,1364,1810,2227,2286,3548,3614,4506,4687,4816,5862,5935,5974,7407,7424,8482,9462],[4.830311739964974,2.579019941358479,4.270695952029551,4.137164559405029,2.7200985396183848,4.830311739964974,4.830311739964974,0.6832166123573445,0.691153161953081,0.6871770135734415,3.577548771469606,4.607168188650764,4.270695952029551,4.019381523748645,5.117993812416755,5.523458920524919,3.914021008090819,0.691153161953081])",1.0
R163,"['large', 'painting', 'catch', 'give', 'short.', 'eight', 'amount', 'student.', 'person', 'listen', 'use', 'avoid', 'call', 'dinner', 'likely.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[429,746,821,1034,1099,1388,2059,2240,3249,3614,3783,4506,4687,5133,5146,7022,7222,7949,8113,8482,9462],[4.607168188650764,5.117993812416755,2.849310271098391,4.42484663185681,5.117993812416755,4.137164559405029,2.60568818844064,3.8187108282864943,4.019381523748645,0.6832166123573445,4.607168188650764,0.691153161953081,0.6871770135734415,4.137164559405029,4.019381523748645,4.019381523748645,4.830311739964974,4.607168188650764,5.117993812416755,3.914021008090819,0.691153161953081])",1.0
R002,"['reality', 'per', 'skill', 'yard', 'window.', 'republican', 'red.', 'garden', 'weight', 'recent', 'project', 'light', 'dream', 'half.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[298,424,619,680,1720,2230,2366,3614,4062,4506,4616,4687,5047,5591,5936,8004,9462,9948,9968],[4.830311739964974,4.270695952029551,4.830311739964974,4.270695952029551,3.914021008090819,4.137164559405029,4.270695952029551,0.6832166123573445,4.607168188650764,0.691153161953081,4.270695952029551,0.6871770135734415,2.7200985396183848,4.830311739964974,3.7316994512968646,4.42484663185681,0.691153161953081,5.523458920524919,4.270695952029551])",1.0
R021,"['value', 'dinner', 'already', 'mission', 'truth', 'right', 'respond.', 'yet', 'information', 'small', 'religious', 'deal', 'organization', 'different.', 'agreement', 'true', 'population', 'daughter', 'bar.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[222,594,1364,1433,1790,1811,2069,2240,3409,3614,3916,4037,4293,4506,4687,5047,6069,7188,7403,7623,8190,8413,9258,9462],[4.607168188650764,3.914021008090819,4.270695952029551,4.607168188650764,4.137164559405029,4.830311739964974,3.914021008090819,3.8187108282864943,5.117993812416755,0.6832166123573445,5.117993812416755,3.914021008090819,4.019381523748645,0.691153161953081,0.6871770135734415,2.7200985396183848,4.270695952029551,4.42484663185681,4.270695952029551,4.137164559405029,4.270695952029551,3.4440173788450834,4.270695952029551,0.691153161953081])",1.0
R013,"['couple', 'generation', 'relationship', 'call', 'candidate.', 'six', 'soldier', 'turn', 'good', 'wrong.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[547,1020,2227,3614,3886,4141,4260,4506,4687,4905,5146,5401,6168,6963,7702,9462],[4.830311739964974,2.579019941358479,2.7200985396183848,0.6832166123573445,4.42484663185681,4.137164559405029,4.270695952029551,0.691153161953081,0.6871770135734415,4.607168188650764,4.019381523748645,4.830311739964974,4.607168188650764,4.607168188650764,4.42484663185681,0.691153161953081])",1.0
F195,"['ever', 'yes', 'hair', 'walk.', 'according', 'general', 'much.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,2918,5044,5465,5594,5850,7281,7564,7634,7664,7936,8338,8423,9676],[0.691153161953081,3.0385522707369192,3.6516567436233283,3.914021008090819,4.270695952029551,0.691153161953081,0.6871770135734415,4.270695952029551,4.830311739964974,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,3.0385522707369192])",0.0
R101,"['answer', 'answer', 'middle', 'similar', 'authority', 'radio.', 'although', 'born', 'possible', 'term', 'member', 'eye.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[1176,2188,2600,3614,3619,4506,4687,6100,6790,7046,7066,7779,9032,9462,9545,9878],[4.42484663185681,4.270695952029551,5.117993812416755,0.6832166123573445,8.03876304749729,0.691153161953081,0.6871770135734415,3.8187108282864943,4.607168188650764,4.019381523748645,2.8154087194227095,3.577548771469606,5.523458920524919,0.691153161953081,4.270695952029551,4.42484663185681])",1.0
R055,"['history', 'friend', 'space', 'floor', 'painting.', 'teacher', 'cell', 'thought', 'check', 'able', 'sea.', 'town', 'field', 'suddenly', 'coach', 'everyone', 'home', 'ready.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[55,488,3210,3365,3496,3514,3614,3901,3978,4319,4506,4687,4715,5268,6543,7066,7074,7138,8581,8708,8893,9188,9462],[4.270695952029551,3.6516567436233283,4.270695952029551,4.270695952029551,3.914021008090819,4.019381523748645,0.6832166123573445,4.270695952029551,5.117993812416755,3.6516567436233283,0.691153161953081,0.6871770135734415,4.42484663185681,5.117993812416755,4.137164559405029,2.8154087194227095,3.5085558999826545,5.523458920524919,4.42484663185681,4.019381523748645,4.019381523748645,4.270695952029551,0.691153161953081])",1.0
F190,"['sell', 'party', 'light', 'decide', 'sometimes', 'yeah.', 'think', 'data', 'population', 'current.', 'anything', 'relate', 'tv', 'police', 'buy.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,526,988,1379,1695,1720,2114,2335,3876,3892,4485,4547,5850,5869,6000,6747,7281,7936,8134,8293,8338,9258],[0.691153161953081,4.830311739964974,3.914021008090819,3.8187108282864943,3.8187108282864943,3.914021008090819,4.270695952029551,4.42484663185681,4.42484663185681,2.5530444549552183,3.8187108282864943,4.270695952029551,0.691153161953081,3.914021008090819,4.607168188650764,2.5530444549552183,0.6871770135734415,0.691153161953081,5.117993812416755,4.42484663185681,0.691153161953081,4.270695952029551])",0.0
R004,"['someone', 'including', 'thank', 'audience', 'success.', 'young', 'wish', 'employee', 'many', 'friend', 'professor', 'live.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[488,495,1312,1687,2543,2929,3614,3671,4506,4687,5047,5188,6548,7334,7809,8280,9462],[3.6516567436233283,4.137164559405029,4.137164559405029,4.270695952029551,3.7316994512968646,4.830311739964974,0.6832166123573445,3.914021008090819,0.691153161953081,0.6871770135734415,2.7200985396183848,3.8187108282864943,4.42484663185681,3.914021008090819,4.270695952029551,4.607168188650764,0.691153161953081])",1.0
F080,"['executive', 'job', 'policy', 'surface.', 'wind', 'reduce', 'lot', 'collection', 'politics.', 'response', 'three', 'last', 'clear', 'indeed', 'possible', 'lay.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[211,503,557,899,1611,2445,2558,3486,3989,4142,4921,4934,4943,5417,5850,5925,6100,7281,7936,8159,8209,8338,9966],[5.117993812416755,0.691153161953081,3.8187108282864943,5.523458920524919,4.137164559405029,4.607168188650764,4.019381523748645,2.849310271098391,4.607168188650764,3.8187108282864943,2.849310271098391,4.270695952029551,4.019381523748645,5.523458920524919,0.691153161953081,3.914021008090819,3.8187108282864943,0.6871770135734415,0.691153161953081,3.577548771469606,4.42484663185681,0.691153161953081,4.270695952029551])",0.0
F049,"['book', 'possible', 'month', 'sense', 'wrong', 'grow', 'together', 'available.', 'network', 'likely', 'middle.', 'management', 'travel', 'couple', 'its.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[309,393,503,1241,2404,2481,4377,5447,5741,5850,6069,6100,6512,7015,7281,7702,7936,8312,8338,8681,9152],[4.270695952029551,4.270695952029551,0.691153161953081,3.6516567436233283,4.42484663185681,4.019381523748645,2.60568818844064,3.4440173788450834,4.137164559405029,0.691153161953081,4.270695952029551,3.8187108282864943,4.137164559405029,4.607168188650764,0.6871770135734415,4.42484663185681,0.691153161953081,3.8187108282864943,0.691153161953081,4.830311739964974,4.019381523748645])",0.0
F184,"['provide', 'manage', 'picture', 'oil.', 'tell', 'buy', 'bar', 'nation', 'sometimes', 'eat.', 'international', 'decide', 'score.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[80,188,503,1850,1990,2406,2481,3892,4014,5850,5869,5946,6747,7195,7281,7332,7883,7936,8293,8338],[4.019381523748645,5.523458920524919,0.691153161953081,4.137164559405029,5.523458920524919,5.117993812416755,4.019381523748645,2.5530444549552183,4.270695952029551,0.691153161953081,3.914021008090819,3.8187108282864943,2.5530444549552183,5.523458920524919,0.6871770135734415,4.019381523748645,3.914021008090819,0.691153161953081,4.42484663185681,0.691153161953081])",0.0
F030,"['left', 'address', 'figure', 'many', 'result', 'structure.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[399,503,1662,3892,4110,4454,5188,5392,5850,6747,7281,7936,8338],[4.42484663185681,0.691153161953081,3.914021008090819,2.5530444549552183,4.42484663185681,3.8187108282864943,3.8187108282864943,4.607168188650764,0.691153161953081,2.5530444549552183,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
R213,"['crime', 'eight', 'foot', 'value', 'back.', 'medical', 'key', 'water.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[731,2110,3131,3614,3973,4506,4687,4991,5432,7403,7890,8268,8482,9462],[3.8187108282864943,5.523458920524919,3.6516567436233283,0.6832166123573445,4.607168188650764,0.691153161953081,0.6871770135734415,2.6330871626287546,2.6902455764687034,4.270695952029551,3.7316994512968646,4.42484663185681,3.914021008090819,0.691153161953081])",1.0
F128,"['despite', 'outside', 'require', 'adult', 'benefit', 'throughout', 'door.', 'early', 'argue', 'movie', 'law', 'boy', 'allow.', 'future', 'audience', 'break', 'deal.', 'system', 'training', 'change', 'church', 'impact', 'example', 'employee.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[72,157,387,503,668,1273,1301,1312,1439,1972,2066,3730,3979,3996,4092,5653,5850,5948,6488,6609,7281,7538,7601,7936,8338,8408,8449,8568,9470,9606,9876],[3.914021008090819,3.8187108282864943,4.270695952029551,0.691153161953081,4.830311739964974,3.5085558999826545,4.137164559405029,4.137164559405029,4.270695952029551,4.270695952029551,2.7508701982851385,3.914021008090819,4.270695952029551,4.607168188650764,4.137164559405029,4.607168188650764,0.691153161953081,4.270695952029551,3.8187108282864943,5.117993812416755,0.6871770135734415,4.607168188650764,5.523458920524919,0.691153161953081,0.691153161953081,4.270695952029551,4.607168188650764,4.137164559405029,4.607168188650764,4.607168188650764,2.7508701982851385])",0.0
R231,"['growth', 'take', 'tv.', 'today', 'professional', 'guess.', 'affect', 'artist', 'lawyer', 'customer.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[320,855,2155,3614,4506,4687,6055,6714,6944,7255,8356,8931,9021,9462,9806],[4.019381523748645,4.019381523748645,3.8187108282864943,0.6832166123573445,0.691153161953081,0.6871770135734415,4.42484663185681,4.830311739964974,2.849310271098391,5.117993812416755,5.117993812416755,4.42484663185681,4.137164559405029,0.691153161953081,3.7316994512968646])",1.0
R061,"['ten', 'beautiful', 'send', 'letter', 'child', 'wonder.', 'power', 'tell', 'month.', 'get', 'area', 'start', 'reach', 'all.', 'fish', 'make', 'space', 'success.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[564,1020,1273,1376,1481,1535,1850,2227,2996,3056,3525,3614,4506,4687,5085,5523,5649,7244,8280,8386,8509,9188,9426,9462],[3.7316994512968646,2.579019941358479,3.5085558999826545,4.607168188650764,5.523458920524919,5.523458920524919,4.137164559405029,2.7200985396183848,3.6516567436233283,4.270695952029551,4.137164559405029,0.6832166123573445,0.691153161953081,0.6871770135734415,4.137164559405029,4.42484663185681,4.270695952029551,3.577548771469606,4.607168188650764,4.607168188650764,5.523458920524919,4.270695952029551,4.137164559405029,0.691153161953081])",1.0
R137,"['responsibility', 'seek', 'change', 'low', 'son', 'because.', 'pay', 'visit', 'crime', 'send', 'week.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[171,209,387,698,731,2302,3502,3614,4506,4687,4897,5047,5523,6793,8411,9462],[3.7316994512968646,4.137164559405029,4.270695952029551,4.137164559405029,3.8187108282864943,4.830311739964974,4.019381523748645,0.6832166123573445,0.691153161953081,0.6871770135734415,4.019381523748645,2.7200985396183848,4.42484663185681,5.117993812416755,3.3262343431887,0.691153161953081])",1.0
R185,"['clearly', 'police', 'pay.', 'american', 'price', 'cultural', 'south', 'hear', 'statement', 'director', 'author.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[373,1020,1676,1738,1853,2227,3614,3876,4506,4687,4816,4842,7652,8238,9233,9462,9817],[5.117993812416755,2.579019941358479,5.523458920524919,4.270695952029551,4.137164559405029,2.7200985396183848,0.6832166123573445,4.42484663185681,0.691153161953081,0.6871770135734415,3.577548771469606,4.42484663185681,4.42484663185681,4.137164559405029,4.019381523748645,0.691153161953081,3.6516567436233283])",1.0
R204,"['fear', 'try', 'low', 'discuss', 'before.', 'school', 'city', 'summer', 'direction', 'defense', 'ago', 'exist.', 'concern', 'think', 'never', 'hard', 'reality', 'prove.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[281,680,795,1020,1896,1968,2227,2335,2679,3543,3614,4506,4687,4693,5105,5125,5495,7696,8411,8554,9462,9481,9513],[3.914021008090819,4.270695952029551,5.117993812416755,2.579019941358479,4.137164559405029,3.914021008090819,2.7200985396183848,4.42484663185681,4.42484663185681,4.270695952029551,1.366433224714689,0.691153161953081,0.6871770135734415,4.42484663185681,4.607168188650764,4.42484663185681,3.8187108282864943,4.830311739964974,3.3262343431887,4.607168188650764,0.691153161953081,4.607168188650764,3.8187108282864943])",1.0
F217,"['around', 'national', 'fact', 'suddenly', 'course.', 'vote', 'fund', 'program', 'tell', 'remember.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,573,1850,2066,4499,4638,5849,5850,6197,7215,7281,7910,7936,8338,8581,9214,9876],[0.691153161953081,4.137164559405029,4.137164559405029,2.7508701982851385,5.523458920524919,4.019381523748645,5.523458920524919,0.691153161953081,4.137164559405029,4.42484663185681,0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551,2.7508701982851385])",0.0
F176,"['media', 'recognize', 'power.', 'direction', 'home', 'than.', 'factor', 'though', 'dinner', 'wonder', 'expect', 'fund', 'technology.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1029,1209,1256,1822,2240,3365,3385,3691,4638,4723,5850,7281,7860,7936,8171,8338,8554,8893,9561],[0.691153161953081,4.019381523748645,4.019381523748645,3.125563647726549,5.117993812416755,3.8187108282864943,4.270695952029551,4.019381523748645,5.117993812416755,4.019381523748645,4.830311739964974,0.691153161953081,0.6871770135734415,2.997730276216664,0.691153161953081,3.6516567436233283,0.691153161953081,4.607168188650764,4.019381523748645,3.914021008090819])",0.0
